"respname"	"contrast"	"diff"	"lwr"	"upr"	"p.adj"
"Nitrate (ugN/G)"	"5_P-5_N"	"-5.35713"	"-26.9090281764027"	"16.1947681764027"	"0.999525078727632"
"Nitrate (ugN/G)"	"5_S-5_N"	"-10.18281"	"-31.7347081764027"	"11.3690881764027"	"0.912632512895312"
"Nitrate (ugN/G)"	"5_S-5_P"	"-4.82568"	"-26.3775781764027"	"16.7262181764027"	"0.999825971045099"
"Net Nitrification (ugN/G*d)"	"2-1"	"0.29876"	"-1.6081861018688"	"2.2057061018688"	"0.976869235437032"
"Net Nitrification (ugN/G*d)"	"4-1"	"0.20561724137931"	"-1.71713567050521"	"2.12837015326383"	"0.992390006981914"
"Net Nitrification (ugN/G*d)"	"5-1"	"0.310893333333333"	"-1.59605276853547"	"2.21783943520213"	"0.974071302647729"
"Net Nitrification (ugN/G*d)"	"4-2"	"-0.0931427586206898"	"-1.98300628780437"	"1.79672077056299"	"0.999237345643742"
"Net Nitrification (ugN/G*d)"	"5-2"	"0.0121333333333333"	"-1.86164595842192"	"1.88591262508858"	"0.99999825952173"
"Net Nitrification (ugN/G*d)"	"5-4"	"0.105276091954023"	"-1.78458743722965"	"1.9951396211377"	"0.99890072910703"
"Net Nitrification (ugN/G*d)"	"P-N"	"1.38869039473684"	"-0.0675469409254161"	"2.84492773039911"	"0.0650255546587765"
"Net Nitrification (ugN/G*d)"	"S-N"	"0.320934817813767"	"-1.14436978860649"	"1.78623942423402"	"0.861685251237994"
"Net Nitrification (ugN/G*d)"	"S-P"	"-1.06775557692308"	"-2.51438702057277"	"0.378875866726613"	"0.190333841218897"
"Net Nitrification (ugN/G*d)"	"1_P-1_N"	"2.4196925"	"-1.9553683195895"	"6.7947533195895"	"0.786952868137626"
"Net Nitrification (ugN/G*d)"	"1_S-1_N"	"0.5214625"	"-3.8535983195895"	"4.8965233195895"	"0.999999732190887"
"Net Nitrification (ugN/G*d)"	"2_N-1_N"	"1.8201625"	"-2.55489831958949"	"6.1952233195895"	"0.962871355280878"
"Net Nitrification (ugN/G*d)"	"2_P-1_N"	"1.8529025"	"-2.5221583195895"	"6.2279633195895"	"0.957863494205601"
"Net Nitrification (ugN/G*d)"	"2_S-1_N"	"0.374452500000001"	"-4.0006083195895"	"4.7495133195895"	"0.99999999233065"
"Net Nitrification (ugN/G*d)"	"4_N-1_N"	"0.634912500000002"	"-3.74014831958949"	"5.0099733195895"	"0.99999786387894"
"Net Nitrification (ugN/G*d)"	"4_P-1_N"	"1.7089225"	"-2.6661383195895"	"6.0839833195895"	"0.97664481604471"
"Net Nitrification (ugN/G*d)"	"4_S-1_N"	"1.44294583333333"	"-3.03883946995173"	"5.9247311366184"	"0.995083216748889"
"Net Nitrification (ugN/G*d)"	"5_N-1_N"	"0.113552500000002"	"-4.26150831958949"	"4.4886133195895"	"1"
"Net Nitrification (ugN/G*d)"	"5_P-1_N"	"2.2770625"	"-2.0979983195895"	"6.6521233195895"	"0.8453367153298"
"Net Nitrification (ugN/G*d)"	"5_S-1_N"	"1.6933025"	"-2.68175831958949"	"6.0683633195895"	"0.978212844648625"
"Net Nitrification (ugN/G*d)"	"1_S-1_P"	"-1.89823"	"-6.02307689818041"	"2.22661689818041"	"0.92613358102134"
"Net Nitrification (ugN/G*d)"	"2_N-1_P"	"-0.599529999999998"	"-4.72437689818041"	"3.52531689818041"	"0.999997828973204"
"Net Nitrification (ugN/G*d)"	"2_P-1_P"	"-0.56679"	"-4.69163689818041"	"3.55805689818041"	"0.999998794971161"
"Net Nitrification (ugN/G*d)"	"2_S-1_P"	"-2.04524"	"-6.17008689818041"	"2.07960689818041"	"0.88277305481465"
"Net Nitrification (ugN/G*d)"	"4_N-1_P"	"-1.78478"	"-5.90962689818041"	"2.34006689818041"	"0.95107567026467"
"Net Nitrification (ugN/G*d)"	"4_P-1_P"	"-0.710769999999999"	"-4.83561689818041"	"3.41407689818041"	"0.999987355494159"
"Net Nitrification (ugN/G*d)"	"4_S-1_P"	"-0.976746666666665"	"-5.21462399654108"	"3.26113066320775"	"0.999769566796192"
"Net Nitrification (ugN/G*d)"	"5_N-1_P"	"-2.30614"	"-6.43098689818041"	"1.81870689818041"	"0.775173788473851"
"Net Nitrification (ugN/G*d)"	"5_P-1_P"	"-0.14263"	"-4.26747689818041"	"3.98221689818041"	"1"
"Net Nitrification (ugN/G*d)"	"5_S-1_P"	"-0.726389999999998"	"-4.85123689818041"	"3.39845689818041"	"0.999984208773972"
"Net Nitrification (ugN/G*d)"	"2_N-1_S"	"1.2987"	"-2.82614689818041"	"5.42354689818041"	"0.995940814740789"
"Net Nitrification (ugN/G*d)"	"2_P-1_S"	"1.33144"	"-2.79340689818041"	"5.45628689818041"	"0.994974387148048"
"Net Nitrification (ugN/G*d)"	"2_S-1_S"	"-0.14701"	"-4.27185689818041"	"3.97783689818041"	"0.999999999999633"
"Net Nitrification (ugN/G*d)"	"4_N-1_S"	"0.113450000000001"	"-4.01139689818041"	"4.23829689818041"	"1"
"Net Nitrification (ugN/G*d)"	"4_P-1_S"	"1.18746"	"-2.93738689818041"	"5.31230689818041"	"0.998156420273906"
"Net Nitrification (ugN/G*d)"	"4_S-1_S"	"0.921483333333334"	"-3.31639399654108"	"5.15936066320775"	"0.999869343874046"
"Net Nitrification (ugN/G*d)"	"5_N-1_S"	"-0.407909999999998"	"-4.53275689818041"	"3.71693689818041"	"0.99999996360916"
"Net Nitrification (ugN/G*d)"	"5_P-1_S"	"1.7556"	"-2.36924689818041"	"5.88044689818041"	"0.956373232042191"
"Net Nitrification (ugN/G*d)"	"5_S-1_S"	"1.17184"	"-2.95300689818041"	"5.29668689818041"	"0.998363798295941"
"Net Nitrification (ugN/G*d)"	"2_P-2_N"	"0.032739999999998"	"-4.09210689818041"	"4.15758689818041"	"1"
"Net Nitrification (ugN/G*d)"	"2_S-2_N"	"-1.44571"	"-5.57055689818041"	"2.67913689818041"	"0.99001954057985"
"Net Nitrification (ugN/G*d)"	"4_N-2_N"	"-1.18525"	"-5.31009689818041"	"2.93959689818041"	"0.998187041622979"
"Net Nitrification (ugN/G*d)"	"4_P-2_N"	"-0.111240000000001"	"-4.23608689818041"	"4.01360689818041"	"1"
"Net Nitrification (ugN/G*d)"	"4_S-2_N"	"-0.377216666666667"	"-4.61509399654108"	"3.86066066320774"	"0.999999988286497"
"Net Nitrification (ugN/G*d)"	"5_N-2_N"	"-1.70661"	"-5.83145689818041"	"2.41823689818041"	"0.964313957457903"
"Net Nitrification (ugN/G*d)"	"5_P-2_N"	"0.456899999999998"	"-3.66794689818041"	"4.58174689818041"	"0.999999877341127"
"Net Nitrification (ugN/G*d)"	"5_S-2_N"	"-0.12686"	"-4.25170689818041"	"3.99798689818041"	"1"
"Net Nitrification (ugN/G*d)"	"2_S-2_P"	"-1.47845"	"-5.60329689818041"	"2.64639689818041"	"0.988040992120224"
"Net Nitrification (ugN/G*d)"	"4_N-2_P"	"-1.21799"	"-5.34283689818041"	"2.90685689818041"	"0.997686734290738"
"Net Nitrification (ugN/G*d)"	"4_P-2_P"	"-0.143979999999999"	"-4.26882689818041"	"3.98086689818041"	"1"
"Net Nitrification (ugN/G*d)"	"4_S-2_P"	"-0.409956666666665"	"-4.64783399654108"	"3.82792066320775"	"0.999999971282344"
"Net Nitrification (ugN/G*d)"	"5_N-2_P"	"-1.73935"	"-5.86419689818041"	"2.38549689818041"	"0.959136824394279"
"Net Nitrification (ugN/G*d)"	"5_P-2_P"	"0.42416"	"-3.70068689818041"	"4.54900689818041"	"0.999999944652044"
"Net Nitrification (ugN/G*d)"	"5_S-2_P"	"-0.159599999999998"	"-4.28444689818041"	"3.96524689818041"	"0.999999999998793"
"Net Nitrification (ugN/G*d)"	"4_N-2_S"	"0.260460000000001"	"-3.86438689818041"	"4.38530689818041"	"0.999999999717614"
"Net Nitrification (ugN/G*d)"	"4_P-2_S"	"1.33447"	"-2.79037689818041"	"5.45931689818041"	"0.994876127284471"
"Net Nitrification (ugN/G*d)"	"4_S-2_S"	"1.06849333333333"	"-3.16938399654108"	"5.30637066320774"	"0.999456781561703"
"Net Nitrification (ugN/G*d)"	"5_N-2_S"	"-0.260899999999999"	"-4.38574689818041"	"3.86394689818041"	"0.999999999712373"
"Net Nitrification (ugN/G*d)"	"5_P-2_S"	"1.90261"	"-2.22223689818041"	"6.02745689818041"	"0.925025643065316"
"Net Nitrification (ugN/G*d)"	"5_S-2_S"	"1.31885"	"-2.80599689818041"	"5.44369689818041"	"0.99536623792461"
"Net Nitrification (ugN/G*d)"	"4_P-4_N"	"1.07401"	"-3.05083689818041"	"5.19885689818041"	"0.999265397951941"
"Net Nitrification (ugN/G*d)"	"4_S-4_N"	"0.808033333333333"	"-3.42984399654108"	"5.04591066320774"	"0.999964639299593"
"Net Nitrification (ugN/G*d)"	"5_N-4_N"	"-0.52136"	"-4.64620689818041"	"3.60348689818041"	"0.999999500846533"
"Net Nitrification (ugN/G*d)"	"5_P-4_N"	"1.64215"	"-2.48269689818041"	"5.76699689818041"	"0.973068377560795"
"Net Nitrification (ugN/G*d)"	"5_S-4_N"	"1.05839"	"-3.06645689818041"	"5.18323689818041"	"0.999359450836119"
"Net Nitrification (ugN/G*d)"	"4_S-4_P"	"-0.265976666666666"	"-4.50385399654108"	"3.97190066320774"	"0.999999999735699"
"Net Nitrification (ugN/G*d)"	"5_N-4_P"	"-1.59537"	"-5.72021689818041"	"2.52947689818041"	"0.978325700204431"
"Net Nitrification (ugN/G*d)"	"5_P-4_P"	"0.568139999999999"	"-3.55670689818041"	"4.69298689818041"	"0.999998764462175"
"Net Nitrification (ugN/G*d)"	"5_S-4_P"	"-0.0156199999999991"	"-4.14046689818041"	"4.10922689818041"	"1"
"Net Nitrification (ugN/G*d)"	"5_N-4_S"	"-1.32939333333333"	"-5.56727066320774"	"2.90848399654108"	"0.996067659653044"
"Net Nitrification (ugN/G*d)"	"5_P-4_S"	"0.834116666666665"	"-3.40376066320775"	"5.07199399654108"	"0.999951344470209"
"Net Nitrification (ugN/G*d)"	"5_S-4_S"	"0.250356666666667"	"-3.98752066320774"	"4.48823399654108"	"0.999999999863387"
"Net Nitrification (ugN/G*d)"	"5_P-5_N"	"2.16351"	"-1.96133689818041"	"6.28835689818041"	"0.838624567273937"
"Net Nitrification (ugN/G*d)"	"5_S-5_N"	"1.57975"	"-2.54509689818041"	"5.70459689818041"	"0.979892851903725"
"Net Nitrification (ugN/G*d)"	"5_S-5_P"	"-0.583759999999998"	"-4.70860689818041"	"3.54108689818041"	"0.999998357593626"
