"potid"	"bk"	"type"	"comptrt"	"mvtrt"	"mivi"	"total"	"soilmeas"	"soilval"
"671"	156	10	"CompPavi"	"P"	5	30.94	48.56	"nitrifd"	5.1111
"672"	3	1	"CompEmpty"	"N"	4	34.81	34.81	"nitrifd"	4.8917
"673"	8	1	"CompSobi"	"S"	4	2.54	53.81	"nitrifd"	1.1436
"674"	13	1	"CompPavi"	"P"	4	16.28	25.95	"nitrifd"	0.546
"675"	19	2	"CompEmpty"	"N"	4	30.35	30.35	"nitrifd"	-0.7278
"676"	24	2	"CompSobi"	"S"	4	1.33	47.46	"nitrifd"	10.4434
"677"	29	2	"CompPavi"	"P"	4	14.35	22.46	"nitrifd"	4.4915
"678"	35	3	"CompEmpty"	"N"	4	25.1	25.1	"nitrifd"	0.1213
"679"	40	3	"CompSobi"	"S"	4	2.53	65.84	"nitrifd"	0.3735
"680"	45	3	"CompPavi"	"P"	4	19.81	25.49	"nitrifd"	3.8038
"681"	51	4	"CompEmpty"	"N"	4	21.9	21.9	"nitrifd"	-0.5361
"682"	56	4	"CompSobi"	"S"	4	5.36	67.39	"nitrifd"	0.6126
"683"	61	4	"CompPavi"	"P"	4	5.3	27.89	"nitrifd"	4.439
"684"	67	5	"CompEmpty"	"N"	4	28.26	28.26	"nitrifd"	0.0928
"685"	72	5	"CompSobi"	"S"	4	2.62	58.27	"nitrifd"	1.5267
"686"	77	5	"CompPavi"	"P"	4	10.79	23.74	"nitrifd"	2.8473
"687"	83	6	"CompEmpty"	"N"	4	18.99	18.99	"nitrifd"	-2.1314
"688"	88	6	"CompSobi"	"S"	4	2.86	92.01	"nitrifd"	-1.5745
"689"	93	6	"CompPavi"	"P"	4	19.12	31.12	"nitrifd"	-4.7902
"690"	99	7	"CompEmpty"	"N"	4	33.43	33.43	"nitrifd"	0.8503
"691"	104	7	"CompSobi"	"S"	4	4.55	65.25	"nitrifd"	-2.4818
"692"	109	7	"CompPavi"	"P"	4	24.08	28.39	"nitrifd"	0.2228
"693"	115	8	"CompEmpty"	"N"	4	35.08	35.08	"nitrifd"	1.4246
"694"	120	8	"CompSobi"	"S"	4	4.09	119.67	"nitrifd"	-1.5178
"695"	125	8	"CompPavi"	"P"	4	19.95	36.35	"nitrifd"	-1.5403
"696"	131	9	"CompEmpty"	"N"	4	27.89	27.89	"nitrifd"	-0.5754
"697"	136	9	"CompSobi"	"S"	4	0.61	104.24	"nitrifd"	1.2135
"698"	141	9	"CompPavi"	"P"	4	12.86	39.31	"nitrifd"	2.1264
"699"	147	10	"CompEmpty"	"N"	4	23.11	23.11	"nitrifd"	-0.669
"700"	152	10	"CompSobi"	"S"	4	1.52	70.08	"nitrifd"	0.7007
"701"	157	10	"CompPavi"	"P"	4	17.88	35.12	"nitrifd"	1.3348
"702"	4	1	"CompEmpty"	"N"	2	16.16	16.16	"nitrifd"	3.9887
"703"	9	1	"CompSobi"	"S"	2	0.53	63.76	"nitrifd"	-0.2979
"704"	14	1	"CompPavi"	"P"	2	10.9	36.46	"nitrifd"	5.5646
"705"	20	2	"CompEmpty"	"N"	2	20.14	20.14	"nitrifd"	-1.0995
"706"	25	2	"CompSobi"	"S"	2	0.51	78.61	"nitrifd"	5.317
"707"	30	2	"CompPavi"	"P"	2	12.41	31.16	"nitrifd"	0.7614
"708"	36	3	"CompEmpty"	"N"	2	33.16	33.16	"nitrifd"	1.079
"709"	41	3	"CompSobi"	"S"	2	1.19	61.23	"nitrifd"	1.369
"710"	46	3	"CompPavi"	"P"	2	6.54	24.05	"nitrifd"	5.9897
"711"	52	4	"CompEmpty"	"N"	2	18.31	18.31	"nitrifd"	0.8057
"712"	57	4	"CompSobi"	"S"	2	0.45	99.96	"nitrifd"	-1.2052
"713"	62	4	"CompPavi"	"P"	2	7.31	39.53	"nitrifd"	2.8074
"714"	68	5	"CompEmpty"	"N"	2	20.51	20.51	"nitrifd"	5.7929
"715"	73	5	"CompSobi"	"S"	2	0.75	69.54	"nitrifd"	-0.4634
"716"	78	5	"CompPavi"	"P"	2	8.13	28.18	"nitrifd"	-1.156
"717"	84	6	"CompEmpty"	"N"	2	8.05	8.05	"nitrifd"	4.7862
"718"	89	6	"CompSobi"	"S"	2	0.67	81.18	"nitrifd"	-0.5023
"719"	94	6	"CompPavi"	"P"	2	15.19	36.32	"nitrifd"	-2.8502
"720"	100	7	"CompEmpty"	"N"	2	24.05	24.05	"nitrifd"	-2.1334
"721"	105	7	"CompSobi"	"S"	2	0.57	122.65	"nitrifd"	-1.5929
"722"	110	7	"CompPavi"	"P"	2	10.86	47.52	"nitrifd"	2.4369
"723"	116	8	"CompEmpty"	"N"	2	20.72	20.72	"nitrifd"	2.8292
"724"	121	8	"CompSobi"	"S"	2	0.54	115.75	"nitrifd"	-1.6886
"725"	126	8	"CompPavi"	"P"	2	17.94	61.31	"nitrifd"	-2.0508
"726"	132	9	"CompEmpty"	"N"	2	10.86	10.86	"nitrifd"	-0.9783
"727"	137	9	"CompSobi"	"S"	2	0.58	111.32	"nitrifd"	0.2043
"728"	142	9	"CompPavi"	"P"	2	4.2	41.44	"nitrifd"	3.9021
"729"	148	10	"CompEmpty"	"N"	2	25.84	25.84	"nitrifd"	-0.477
"730"	153	10	"CompSobi"	"S"	2	0.35	90.88	"nitrifd"	-1.0036
"731"	158	10	"CompPavi"	"P"	2	5.55	39.14	"nitrifd"	-0.4842
"732"	5	1	"CompEmpty"	"N"	1	7.38	7.38	"nitrifd"	3.7805
"733"	10	1	"CompSobi"	"S"	1	1.01	69.26	"nitrifd"	1.3598
"734"	15	1	"CompPavi"	"P"	1	3.32	20.79	"nitrifd"	9.3692
"735"	21	2	"CompEmpty"	"N"	1	15.19	15.19	"nitrifd"	0.2831
"736"	26	2	"CompSobi"	"S"	1	0.11	55.21	"nitrifd"	4.8091
"737"	31	2	"CompPavi"	"P"	1	7.39	40.54	"nitrifd"	4.5276
"738"	37	3	"CompEmpty"	"N"	1	17.38	17.38	"nitrifd"	0.0585
"739"	42	3	"CompSobi"	"S"	1	0.35	78.41	"nitrifd"	0.2668
"740"	47	3	"CompPavi"	"P"	1	5.72	34.2	"nitrifd"	0.6555
"741"	53	4	"CompEmpty"	"N"	1	13.51	13.51	"nitrifd"	0.641
"742"	58	4	"CompSobi"	"S"	1	0.37	84.22	"nitrifd"	0.3887
"743"	63	4	"CompPavi"	"P"	1	6.72	26.75	"nitrifd"	3.0624
"744"	74	5	"CompSobi"	"S"	1	0.16	62.83	"nitrifd"	-0.8567
"745"	79	5	"CompPavi"	"P"	1	5.4	35.81	"nitrifd"	1.7193
"746"	85	6	"CompEmpty"	"N"	1	15.17	15.17	"nitrifd"	-1.5702
"747"	90	6	"CompSobi"	"S"	1	0.31	88.68	"nitrifd"	-0.8573
"748"	95	6	"CompPavi"	"P"	1	7.97	32.13	"nitrifd"	-0.974
"749"	101	7	"CompEmpty"	"N"	1	15.05	15.05	"nitrifd"	-3.4627
"750"	106	7	"CompSobi"	"S"	1	0.03	116.26	"nitrifd"	-1.8279
"751"	111	7	"CompPavi"	"P"	1	4.47	31.4	"nitrifd"	2.922
"752"	117	8	"CompEmpty"	"N"	1	36.4	36.4	"nitrifd"	-1.5758
"753"	122	8	"CompSobi"	"S"	1	0.33	107.86	"nitrifd"	-1.3484
"754"	127	8	"CompPavi"	"P"	1	0.32	35.61	"nitrifd"	-0.3567
"755"	133	9	"CompEmpty"	"N"	1	23.33	23.33	"nitrifd"	-1.1035
"756"	138	9	"CompSobi"	"S"	1	0.81	118.87	"nitrifd"	-0.4482
"757"	143	9	"CompPavi"	"P"	1	9.98	34.96	"nitrifd"	-0.0604
"758"	149	10	"CompEmpty"	"N"	1	13.74	13.74	"nitrifd"	0.1211
"759"	154	10	"CompSobi"	"S"	1	2.24	77.82	"nitrifd"	0.1206
"760"	159	10	"CompPavi"	"P"	1	8.8	34.61	"nitrifd"	-0.2761
"761"	6	1	"Empty"	"N"	0	0	0	"nitrifd"	8.6452
"762"	11	1	"Sobi"	"S"	0	0	52.06	"nitrifd"	-0.0173
"763"	16	1	"Pavi"	"P"	0	0	21.88	"nitrifd"	7.1621
"764"	22	2	"Empty"	"N"	0	0	0	"nitrifd"	2.9896
"765"	27	2	"Sobi"	"S"	0	0	59.08	"nitrifd"	0.226
"766"	32	2	"Pavi"	"P"	0	0	27.6	"nitrifd"	2.7201
"767"	38	3	"Empty"	"N"	0	0	0	"nitrifd"	-5.6387
"768"	43	3	"Sobi"	"S"	0	0	60.18	"nitrifd"	0.7185
"769"	48	3	"Pavi"	"P"	0	0	33.37	"nitrifd"	0.1347
"770"	54	4	"Empty"	"N"	0	0	0	"nitrifd"	2.7151
"771"	59	4	"Sobi"	"S"	0	0	95.6	"nitrifd"	0.9403
"772"	64	4	"Pavi"	"P"	0	0	35.34	"nitrifd"	0.5559
"773"	70	5	"Empty"	"N"	0	0	0	"nitrifd"	2.1788
"774"	75	5	"Sobi"	"S"	0	0	77.54	"nitrifd"	0.1997
"775"	80	5	"Pavi"	"P"	0	0	27.46	"nitrifd"	-0.4134
"776"	86	6	"Empty"	"N"	0	0	0	"nitrifd"	-3.914
"777"	91	6	"Sobi"	"S"	0	0	74.65	"nitrifd"	-2.454
"778"	96	6	"Pavi"	"P"	0	0	31.41	"nitrifd"	-2.8225
"779"	102	7	"Empty"	"N"	0	0	0	"nitrifd"	-4.4636
"780"	107	7	"Sobi"	"S"	0	0	114.61	"nitrifd"	-1.8852
"781"	112	7	"Pavi"	"P"	0	0	26.87	"nitrifd"	-0.6535
"782"	118	8	"Empty"	"N"	0	0	0	"nitrifd"	-3.5565
"783"	123	8	"Sobi"	"S"	0	0	115.83	"nitrifd"	-0.4334
"784"	128	8	"Pavi"	"P"	0	0	34.35	"nitrifd"	-1.9862
"785"	134	9	"Empty"	"N"	0	0	0	"nitrifd"	-1.8819
"786"	139	9	"Sobi"	"S"	0	0	107.89	"nitrifd"	0.2499
"787"	144	9	"Pavi"	"P"	0	0	46.19	"nitrifd"	-1.648
"788"	150	10	"Empty"	"N"	0	0	0	"nitrifd"	0.5277
"789"	155	10	"Sobi"	"S"	0	0	81.01	"nitrifd"	2.8571
"790"	160	10	"Pavi"	"P"	0	0	48.47	"nitrifd"	0.3895
"791"	1	1	"Mivi"	"N"	6	25.35	25.35	"minzd"	3.3358
"792"	17	2	"Mivi"	"N"	6	26.07	26.07	"minzd"	5.3374
"793"	33	3	"Mivi"	"N"	6	22.85	22.85	"minzd"	5.5845
"794"	49	4	"Mivi"	"N"	6	42.42	42.42	"minzd"	5.0515
"795"	65	5	"Mivi"	"N"	6	41.36	41.36	"minzd"	-1.2623
"796"	81	6	"Mivi"	"N"	6	49.47	49.47	"minzd"	-3.7634
"797"	97	7	"Mivi"	"N"	6	38.75	38.75	"minzd"	8.2021
"798"	113	8	"Mivi"	"N"	6	41.66	41.66	"minzd"	-3.0025
"799"	129	9	"Mivi"	"N"	6	38.33	38.33	"minzd"	-6.2594
"800"	2	1	"CompEmpty"	"N"	5	27.76	27.76	"minzd"	5.9066
"801"	7	1	"CompSobi"	"S"	5	6.77	53.09	"minzd"	4.4473
"802"	12	1	"CompPavi"	"P"	5	21.16	25.66	"minzd"	2.504
"803"	18	2	"CompEmpty"	"N"	5	25.64	25.64	"minzd"	-1.7878
"804"	23	2	"CompSobi"	"S"	5	2.16	47.12	"minzd"	3.7034
"805"	28	2	"CompPavi"	"P"	5	19.1	24.32	"minzd"	2.1542
"806"	34	3	"CompEmpty"	"N"	5	14.75	14.75	"minzd"	-1.6455
"807"	39	3	"CompSobi"	"S"	5	2.7	42.17	"minzd"	4.6639
"808"	44	3	"CompPavi"	"P"	5	33.74	37.62	"minzd"	4.753
"809"	50	4	"CompEmpty"	"N"	5	35.79	35.79	"minzd"	-0.9736
"810"	55	4	"CompSobi"	"S"	5	3.44	57.84	"minzd"	-0.2068
"811"	60	4	"CompPavi"	"P"	5	14.58	25.08	"minzd"	-0.045
"812"	66	5	"CompEmpty"	"N"	5	28.24	28.24	"minzd"	3.5991
"813"	71	5	"CompSobi"	"S"	5	4.29	42.48	"minzd"	1.1357
"814"	76	5	"CompPavi"	"P"	5	7.91	35.37	"minzd"	0.382
"815"	82	6	"CompEmpty"	"N"	5	36.76	36.76	"minzd"	-2.8736
"816"	87	6	"CompSobi"	"S"	5	3.03	78.19	"minzd"	-2.8975
"817"	92	6	"CompPavi"	"P"	5	28.45	31.6	"minzd"	-4.2738
"818"	98	7	"CompEmpty"	"N"	5	36.81	36.81	"minzd"	-0.6725
"819"	103	7	"CompSobi"	"S"	5	4.73	88.95	"minzd"	-2.0384
"820"	108	7	"CompPavi"	"P"	5	25.25	28.82	"minzd"	1.7013
"821"	114	8	"CompEmpty"	"N"	5	27.75	27.75	"minzd"	-2.476
"822"	119	8	"CompSobi"	"S"	5	4.86	86.15	"minzd"	-2.4441
"823"	124	8	"CompPavi"	"P"	5	26.63	32.98	"minzd"	0.112
"824"	130	9	"CompEmpty"	"N"	5	40.17	40.17	"minzd"	-4.8581
"825"	135	9	"CompSobi"	"S"	5	7.88	84.9	"minzd"	0.0276
"826"	140	9	"CompPavi"	"P"	5	29.85	33.33	"minzd"	-0.8178
"827"	146	10	"CompEmpty"	"N"	5	35.59	35.59	"minzd"	-0.3742
"828"	151	10	"CompSobi"	"S"	5	13.05	76.19	"minzd"	0.5685
"829"	156	10	"CompPavi"	"P"	5	30.94	48.56	"minzd"	4.3631
"830"	3	1	"CompEmpty"	"N"	4	34.81	34.81	"minzd"	4.7358
"831"	8	1	"CompSobi"	"S"	4	2.54	53.81	"minzd"	0.9084
"832"	13	1	"CompPavi"	"P"	4	16.28	25.95	"minzd"	0.1271
"833"	19	2	"CompEmpty"	"N"	4	30.35	30.35	"minzd"	-0.9879
"834"	24	2	"CompSobi"	"S"	4	1.33	47.46	"minzd"	8.4298
"835"	29	2	"CompPavi"	"P"	4	14.35	22.46	"minzd"	4.1832
"836"	35	3	"CompEmpty"	"N"	4	25.1	25.1	"minzd"	-1.2334
"837"	40	3	"CompSobi"	"S"	4	2.53	65.84	"minzd"	-0.0834
"838"	45	3	"CompPavi"	"P"	4	19.81	25.49	"minzd"	3.0041
"839"	51	4	"CompEmpty"	"N"	4	21.9	21.9	"minzd"	-2.1793
"840"	56	4	"CompSobi"	"S"	4	5.36	67.39	"minzd"	-0.6121
"841"	61	4	"CompPavi"	"P"	4	5.3	27.89	"minzd"	2.8771
"842"	67	5	"CompEmpty"	"N"	4	28.26	28.26	"minzd"	-0.8111
"843"	72	5	"CompSobi"	"S"	4	2.62	58.27	"minzd"	0.3882
"844"	77	5	"CompPavi"	"P"	4	10.79	23.74	"minzd"	1.8612
"845"	83	6	"CompEmpty"	"N"	4	18.99	18.99	"minzd"	-2.9898
"846"	88	6	"CompSobi"	"S"	4	2.86	92.01	"minzd"	-1.6925
"847"	93	6	"CompPavi"	"P"	4	19.12	31.12	"minzd"	-5.1045
"848"	99	7	"CompEmpty"	"N"	4	33.43	33.43	"minzd"	-1.6869
"849"	104	7	"CompSobi"	"S"	4	4.55	65.25	"minzd"	-2.7728
"850"	109	7	"CompPavi"	"P"	4	24.08	28.39	"minzd"	-0.2955
"851"	115	8	"CompEmpty"	"N"	4	35.08	35.08	"minzd"	0.3412
"852"	120	8	"CompSobi"	"S"	4	4.09	119.67	"minzd"	-1.5404
"853"	125	8	"CompPavi"	"P"	4	19.95	36.35	"minzd"	-1.7917
"854"	131	9	"CompEmpty"	"N"	4	27.89	27.89	"minzd"	0.2465
"855"	136	9	"CompSobi"	"S"	4	0.61	104.24	"minzd"	1.1353
"856"	141	9	"CompPavi"	"P"	4	12.86	39.31	"minzd"	1.4844
"857"	147	10	"CompEmpty"	"N"	4	23.11	23.11	"minzd"	-1.1848
"858"	152	10	"CompSobi"	"S"	4	1.52	70.08	"minzd"	0.3564
"859"	157	10	"CompPavi"	"P"	4	17.88	35.12	"minzd"	0.8429
"860"	4	1	"CompEmpty"	"N"	2	16.16	16.16	"minzd"	3.1716
"861"	9	1	"CompSobi"	"S"	2	0.53	63.76	"minzd"	-1.3221
"862"	14	1	"CompPavi"	"P"	2	10.9	36.46	"minzd"	5.1778
"863"	20	2	"CompEmpty"	"N"	2	20.14	20.14	"minzd"	-1.4133
"864"	25	2	"CompSobi"	"S"	2	0.51	78.61	"minzd"	5.0869
"865"	30	2	"CompPavi"	"P"	2	12.41	31.16	"minzd"	-0.2968
"866"	36	3	"CompEmpty"	"N"	2	33.16	33.16	"minzd"	0.6341
"867"	41	3	"CompSobi"	"S"	2	1.19	61.23	"minzd"	1.2948
"868"	46	3	"CompPavi"	"P"	2	6.54	24.05	"minzd"	4.6205
"869"	52	4	"CompEmpty"	"N"	2	18.31	18.31	"minzd"	-0.0958
"870"	57	4	"CompSobi"	"S"	2	0.45	99.96	"minzd"	-2.0135
"871"	62	4	"CompPavi"	"P"	2	7.31	39.53	"minzd"	0.7473
"872"	68	5	"CompEmpty"	"N"	2	20.51	20.51	"minzd"	5.6068
"873"	73	5	"CompSobi"	"S"	2	0.75	69.54	"minzd"	-0.4572
"874"	78	5	"CompPavi"	"P"	2	8.13	28.18	"minzd"	-1.698
"875"	84	6	"CompEmpty"	"N"	2	8.05	8.05	"minzd"	4.4287
"876"	89	6	"CompSobi"	"S"	2	0.67	81.18	"minzd"	-0.8185
"877"	94	6	"CompPavi"	"P"	2	15.19	36.32	"minzd"	-3.4196
"878"	100	7	"CompEmpty"	"N"	2	24.05	24.05	"minzd"	-2.4711
"879"	105	7	"CompSobi"	"S"	2	0.57	122.65	"minzd"	-2.5114
"880"	110	7	"CompPavi"	"P"	2	10.86	47.52	"minzd"	1.9246
"881"	116	8	"CompEmpty"	"N"	2	20.72	20.72	"minzd"	2.2954
"882"	121	8	"CompSobi"	"S"	2	0.54	115.75	"minzd"	-1.6807
"883"	126	8	"CompPavi"	"P"	2	17.94	61.31	"minzd"	-2.4232
"884"	132	9	"CompEmpty"	"N"	2	10.86	10.86	"minzd"	-1.9787
"885"	137	9	"CompSobi"	"S"	2	0.58	111.32	"minzd"	0.2322
"886"	142	9	"CompPavi"	"P"	2	4.2	41.44	"minzd"	3.4289
"887"	148	10	"CompEmpty"	"N"	2	25.84	25.84	"minzd"	-0.5796
"888"	153	10	"CompSobi"	"S"	2	0.35	90.88	"minzd"	-1.2129
"889"	158	10	"CompPavi"	"P"	2	5.55	39.14	"minzd"	-0.6243
"890"	5	1	"CompEmpty"	"N"	1	7.38	7.38	"minzd"	3.7441
"891"	10	1	"CompSobi"	"S"	1	1.01	69.26	"minzd"	1.0805
"892"	15	1	"CompPavi"	"P"	1	3.32	20.79	"minzd"	8.434
"893"	21	2	"CompEmpty"	"N"	1	15.19	15.19	"minzd"	-0.6283
"894"	26	2	"CompSobi"	"S"	1	0.11	55.21	"minzd"	3.4432
"895"	31	2	"CompPavi"	"P"	1	7.39	40.54	"minzd"	4.0505
"896"	37	3	"CompEmpty"	"N"	1	17.38	17.38	"minzd"	-0.635
"897"	42	3	"CompSobi"	"S"	1	0.35	78.41	"minzd"	-0.0464
"898"	47	3	"CompPavi"	"P"	1	5.72	34.2	"minzd"	-0.0352
"899"	53	4	"CompEmpty"	"N"	1	13.51	13.51	"minzd"	-0.4699
"900"	58	4	"CompSobi"	"S"	1	0.37	84.22	"minzd"	-0.5808
"901"	63	4	"CompPavi"	"P"	1	6.72	26.75	"minzd"	1.7691
"902"	74	5	"CompSobi"	"S"	1	0.16	62.83	"minzd"	-1.2356
"903"	79	5	"CompPavi"	"P"	1	5.4	35.81	"minzd"	0.8328
"904"	85	6	"CompEmpty"	"N"	1	15.17	15.17	"minzd"	-2.0862
"905"	90	6	"CompSobi"	"S"	1	0.31	88.68	"minzd"	-1.3616
"906"	95	6	"CompPavi"	"P"	1	7.97	32.13	"minzd"	-2.1902
"907"	101	7	"CompEmpty"	"N"	1	15.05	15.05	"minzd"	-3.6864
"908"	106	7	"CompSobi"	"S"	1	0.03	116.26	"minzd"	-1.8732
"909"	111	7	"CompPavi"	"P"	1	4.47	31.4	"minzd"	1.2966
"910"	117	8	"CompEmpty"	"N"	1	36.4	36.4	"minzd"	-1.5076
"911"	122	8	"CompSobi"	"S"	1	0.33	107.86	"minzd"	-1.3606
"912"	127	8	"CompPavi"	"P"	1	0.32	35.61	"minzd"	-0.7767
"913"	133	9	"CompEmpty"	"N"	1	23.33	23.33	"minzd"	-1.5145
"914"	138	9	"CompSobi"	"S"	1	0.81	118.87	"minzd"	-0.4921
"915"	143	9	"CompPavi"	"P"	1	9.98	34.96	"minzd"	-0.7684
"916"	149	10	"CompEmpty"	"N"	1	13.74	13.74	"minzd"	-0.5946
"917"	154	10	"CompSobi"	"S"	1	2.24	77.82	"minzd"	0.0167
"918"	159	10	"CompPavi"	"P"	1	8.8	34.61	"minzd"	-1.1199
"919"	6	1	"Empty"	"N"	0	0	0	"minzd"	8.5049
"920"	11	1	"Sobi"	"S"	0	0	52.06	"minzd"	-0.211
"921"	16	1	"Pavi"	"P"	0	0	21.88	"minzd"	6.9285
"922"	22	2	"Empty"	"N"	0	0	0	"minzd"	2.2165
"923"	27	2	"Sobi"	"S"	0	0	59.08	"minzd"	0.0167
"924"	32	2	"Pavi"	"P"	0	0	27.6	"minzd"	1.9427
"925"	38	3	"Empty"	"N"	0	0	0	"minzd"	-7.2119
"926"	43	3	"Sobi"	"S"	0	0	60.18	"minzd"	0.1937
"927"	48	3	"Pavi"	"P"	0	0	33.37	"minzd"	-0.6471
"928"	54	4	"Empty"	"N"	0	0	0	"minzd"	0.8361
"929"	59	4	"Sobi"	"S"	0	0	95.6	"minzd"	-0.0484
"930"	64	4	"Pavi"	"P"	0	0	35.34	"minzd"	0.097
"931"	70	5	"Empty"	"N"	0	0	0	"minzd"	1.7384
"932"	75	5	"Sobi"	"S"	0	0	77.54	"minzd"	-0.0084
"933"	80	5	"Pavi"	"P"	0	0	27.46	"minzd"	-1.3216
"934"	86	6	"Empty"	"N"	0	0	0	"minzd"	-4.1967
"935"	91	6	"Sobi"	"S"	0	0	74.65	"minzd"	-2.5053
"936"	96	6	"Pavi"	"P"	0	0	31.41	"minzd"	-3.1215
"937"	102	7	"Empty"	"N"	0	0	0	"minzd"	-5.425
"938"	107	7	"Sobi"	"S"	0	0	114.61	"minzd"	-1.9304
"939"	112	7	"Pavi"	"P"	0	0	26.87	"minzd"	-1.5889
"940"	118	8	"Empty"	"N"	0	0	0	"minzd"	-4.8966
"941"	123	8	"Sobi"	"S"	0	0	115.83	"minzd"	-0.3645
"942"	128	8	"Pavi"	"P"	0	0	34.35	"minzd"	-2.3181
"943"	134	9	"Empty"	"N"	0	0	0	"minzd"	-2.6662
"944"	139	9	"Sobi"	"S"	0	0	107.89	"minzd"	0.3223
"945"	144	9	"Pavi"	"P"	0	0	46.19	"minzd"	-2.344
"946"	150	10	"Empty"	"N"	0	0	0	"minzd"	-0.2429
"947"	155	10	"Sobi"	"S"	0	0	81.01	"minzd"	2.594
"948"	160	10	"Pavi"	"P"	0	0	48.47	"minzd"	0.1674
"949"	1	1	"Mivi"	"N"	6	25.35	25.35	"soilmoi"	73.04
"950"	17	2	"Mivi"	"N"	6	26.07	26.07	"soilmoi"	79.23
"951"	33	3	"Mivi"	"N"	6	22.85	22.85	"soilmoi"	77.03
"952"	49	4	"Mivi"	"N"	6	42.42	42.42	"soilmoi"	73.91
"953"	65	5	"Mivi"	"N"	6	41.36	41.36	"soilmoi"	75.37
"954"	81	6	"Mivi"	"N"	6	49.47	49.47	"soilmoi"	69.38
"955"	97	7	"Mivi"	"N"	6	38.75	38.75	"soilmoi"	81.76
"956"	113	8	"Mivi"	"N"	6	41.66	41.66	"soilmoi"	81.34
"957"	129	9	"Mivi"	"N"	6	38.33	38.33	"soilmoi"	79.3
"958"	2	1	"CompEmpty"	"N"	5	27.76	27.76	"soilmoi"	76.72
"959"	7	1	"CompSobi"	"S"	5	6.77	53.09	"soilmoi"	74.47
"960"	12	1	"CompPavi"	"P"	5	21.16	25.66	"soilmoi"	78.8
"961"	18	2	"CompEmpty"	"N"	5	25.64	25.64	"soilmoi"	78.66
"962"	23	2	"CompSobi"	"S"	5	2.16	47.12	"soilmoi"	78.2
"963"	28	2	"CompPavi"	"P"	5	19.1	24.32	"soilmoi"	80
"964"	34	3	"CompEmpty"	"N"	5	14.75	14.75	"soilmoi"	77.4
"965"	39	3	"CompSobi"	"S"	5	2.7	42.17	"soilmoi"	81.82
"966"	44	3	"CompPavi"	"P"	5	33.74	37.62	"soilmoi"	78.8
"967"	50	4	"CompEmpty"	"N"	5	35.79	35.79	"soilmoi"	62.5
"968"	55	4	"CompSobi"	"S"	5	3.44	57.84	"soilmoi"	72.07
"969"	60	4	"CompPavi"	"P"	5	14.58	25.08	"soilmoi"	76.54
"970"	66	5	"CompEmpty"	"N"	5	28.24	28.24	"soilmoi"	75.55
"971"	71	5	"CompSobi"	"S"	5	4.29	42.48	"soilmoi"	77.41
"972"	76	5	"CompPavi"	"P"	5	7.91	35.37	"soilmoi"	75.35
"973"	82	6	"CompEmpty"	"N"	5	36.76	36.76	"soilmoi"	67.85
"974"	87	6	"CompSobi"	"S"	5	3.03	78.19	"soilmoi"	80.15
"975"	92	6	"CompPavi"	"P"	5	28.45	31.6	"soilmoi"	73.99
"976"	98	7	"CompEmpty"	"N"	5	36.81	36.81	"soilmoi"	78.21
"977"	103	7	"CompSobi"	"S"	5	4.73	88.95	"soilmoi"	76.95
"978"	108	7	"CompPavi"	"P"	5	25.25	28.82	"soilmoi"	75.77
"979"	114	8	"CompEmpty"	"N"	5	27.75	27.75	"soilmoi"	80.15
"980"	119	8	"CompSobi"	"S"	5	4.86	86.15	"soilmoi"	70.48
"981"	124	8	"CompPavi"	"P"	5	26.63	32.98	"soilmoi"	79.78
"982"	130	9	"CompEmpty"	"N"	5	40.17	40.17	"soilmoi"	79.15
"983"	135	9	"CompSobi"	"S"	5	7.88	84.9	"soilmoi"	65.26
"984"	140	9	"CompPavi"	"P"	5	29.85	33.33	"soilmoi"	80
"985"	146	10	"CompEmpty"	"N"	5	35.59	35.59	"soilmoi"	79.2
"986"	151	10	"CompSobi"	"S"	5	13.05	76.19	"soilmoi"	79.37
"987"	156	10	"CompPavi"	"P"	5	30.94	48.56	"soilmoi"	76.9
"988"	3	1	"CompEmpty"	"N"	4	34.81	34.81	"soilmoi"	76.39
"989"	8	1	"CompSobi"	"S"	4	2.54	53.81	"soilmoi"	74.47
"990"	13	1	"CompPavi"	"P"	4	16.28	25.95	"soilmoi"	76.92
"991"	19	2	"CompEmpty"	"N"	4	30.35	30.35	"soilmoi"	77.99
"992"	24	2	"CompSobi"	"S"	4	1.33	47.46	"soilmoi"	77.99
"993"	29	2	"CompPavi"	"P"	4	14.35	22.46	"soilmoi"	81.3
"994"	35	3	"CompEmpty"	"N"	4	25.1	25.1	"soilmoi"	81.82
"995"	40	3	"CompSobi"	"S"	4	2.53	65.84	"soilmoi"	78.07
"996"	45	3	"CompPavi"	"P"	4	19.81	25.49	"soilmoi"	78.07
"997"	51	4	"CompEmpty"	"N"	4	21.9	21.9	"soilmoi"	80.84
"998"	56	4	"CompSobi"	"S"	4	5.36	67.39	"soilmoi"	75.21
"999"	61	4	"CompPavi"	"P"	4	5.3	27.89	"soilmoi"	79.8
"1000"	67	5	"CompEmpty"	"N"	4	28.26	28.26	"soilmoi"	77.97
"1001"	72	5	"CompSobi"	"S"	4	2.62	58.27	"soilmoi"	73.98
"1002"	77	5	"CompPavi"	"P"	4	10.79	23.74	"soilmoi"	76.95
"1003"	83	6	"CompEmpty"	"N"	4	18.99	18.99	"soilmoi"	78.45
"1004"	88	6	"CompSobi"	"S"	4	2.86	92.01	"soilmoi"	52.26
